Temps,Tension,Vitesse,GazFrein,WHCharged,WHDischarged,Distance,CurrentIn,MotorCurrent,Lat,Lon,Alt,Vsat,Cap,Sat,HDOP,Heure,Date,Distance_GPS
495.47,31.9,11.74,-90.0,1.53,0.0,1.51,-3.32,-16.47,48.84441,2.207811,112.41,12.59,259.66,31,0.49,9151100,140825,1434.459412356711
496.35,31.9,9.17,-90.0,1.55,0.0,1.51,-1.79,-24.85,48.844398,2.207776,112.13,12.59,259.66,31,0.49,9151200,140825,1437.3473824991888
496.94,31.8,7.45,-90.0,1.56,0.0,1.51,-1.42,-18.77,48.844398,2.207776,112.13,9.56,244.34,31,0.49,9151200,140825,1437.3473824991888
497.54,31.8,6.04,-90.0,1.56,0.0,1.51,-0.1,-22.38,48.844391,2.207752,112.3,9.56,244.34,31,0.49,9151300,140825,1439.2684106637612
498.33,31.7,4.33,-90.0,1.57,0.0,1.51,-0.07,-15.5,48.844383,2.207736,112.26,9.56,244.34,31,0.48,9151400,140825,1440.7388542475005
499.39,31.8,0.0,-90.0,1.57,0.0,1.51,0.0,-0.54,48.844379,2.207726,112.05,9.56,244.34,31,0.48,9151500,140825,1441.595202535108
499.98,31.8,3.1,0.0,1.57,0.0,1.51,0.0,0.0,48.844379,2.207726,112.05,0.15,248.06,31,0.48,9151500,140825,1441.595202535108
500.58,31.8,6.86,0.0,1.57,0.0,1.51,0.0,0.0,48.844379,2.207717,111.68,0.15,248.06,31,0.48,9151600,140825,1442.2538054433455
501.47,31.8,9.76,0.0,1.57,0.0,1.52,0.0,0.0,48.844372,2.207697,111.21,0.15,248.06,31,0.48,9151700,140825,1443.9114740939654
502.33,31.8,13.09,0.0,1.57,0.0,1.52,0.0,0.0,48.84436,2.207661,111.02,0.15,248.06,31,0.48,9151800,140825,1446.8645384584247
503.36,31.8,14.26,0.0,1.57,0.0,1.52,0.0,0.0,48.844357,2.207615,110.66,0.15,248.06,31,0.49,9151900,140825,1450.2472209717864
503.96,31.8,14.88,0.0,1.57,0.0,1.53,0.0,0.0,48.844357,2.207615,110.66,12.37,258.4,31,0.49,9151900,140825,1450.2472209717864
504.55,31.8,16.07,0.0,1.57,0.0,1.53,0.0,0.0,48.844345,2.207564,110.18,12.37,258.4,31,0.49,9152000,140825,1454.2106691016886
505.38,31.7,17.49,0.0,1.57,0.0,1.53,0.0,0.0,48.844326,2.207508,109.37,12.37,258.4,31,0.49,9152100,140825,1458.821193339263
506.44,31.8,19.29,0.0,1.57,0.0,1.54,0.0,0.0,48.844303,2.207452,108.86,12.37,258.4,31,0.49,9152200,140825,1463.651737015122
507.45,31.8,19.68,0.0,1.57,0.0,1.54,0.0,0.0,48.844273,2.2074,108.42,12.37,258.4,31,0.49,9152300,140825,1468.7121664751369
508.33,32.1,19.55,-57.0,1.58,0.0,1.55,-4.76,-10.37,48.844242,2.207349,108.03,12.37,258.4,31,0.49,9152400,140825,1473.792581394621
509.42,31.9,19.93,0.0,1.6,0.0,1.55,0.0,0.0,48.844208,2.207299,107.72,12.37,258.4,31,0.49,9152500,140825,1479.053837215149
510.43,31.9,20.71,0.0,1.6,0.0,1.56,0.0,0.0,48.844173,2.207249,107.42,12.37,258.4,31,0.49,9152600,140825,1484.3955568601336
511.34,32.2,20.72,-36.0,1.62,0.0,1.56,-4.15,-8.44,48.844135,2.2072,107.07,12.37,258.4,31,0.49,9152700,140825,1489.9373633668765
512.43,32.3,20.7,-31.0,1.66,0.0,1.57,-3.89,-7.8,48.844093,2.207156,106.57,12.37,258.4,31,0.49,9152800,140825,1495.6099379393363
513.46,32.2,21.22,0.0,1.68,0.0,1.58,0.0,0.0,48.844055,2.207115,106.31,12.37,258.4,31,0.49,9152900,140825,1500.792214338559
514.35,32.2,21.95,0.0,1.68,0.0,1.58,0.0,0.0,48.844013,2.207077,106.22,12.37,258.4,31,0.49,9153000,140825,1506.2276004472744
515.41,32.2,22.92,-10.0,1.68,0.0,1.59,-0.41,-0.91,48.843967,2.207039,106.2,12.37,258.4,31,0.49,9153100,140825,1512.0495995418555
516.41,32.3,22.95,-16.0,1.7,0.0,1.59,-2.47,-4.2,48.843922,2.207006,105.93,12.37,258.4,31,0.49,9153200,140825,1517.6056291428465
517.47,32.8,22.1,-54.0,1.75,0.0,1.6,-6.46,-13.43,48.843868,2.206975,105.69,12.37,258.4,31,0.49,9153300,140825,1524.024400094986
518.32,32.7,21.18,-20.0,1.78,0.0,1.61,-2.43,-4.67,48.843822,2.206949,105.51,12.37,258.4,31,0.49,9153400,140825,1529.4817771269259
519.38,32.8,22.57,-25.0,1.81,0.0,1.61,-2.5,-4.36,48.843773,2.206928,105.25,12.37,258.4,30,0.5,9153500,140825,1535.1429022323284
519.97,32.8,22.53,-18.0,1.83,0.0,1.62,-2.68,-4.72,48.843773,2.206928,105.25,20.09,194.37,30,0.5,9153500,140825,1535.1429022323284
520.56,32.9,23.39,-13.0,1.84,0.0,1.62,-3.32,-5.79,48.843723,2.206916,105.22,20.09,194.37,31,0.49,9153600,140825,1540.7715720283518
521.42,33.0,23.94,-12.0,1.87,0.0,1.63,-2.53,-4.19,48.843666,2.206902,104.78,20.09,194.37,31,0.49,9153700,140825,1547.1919508481815
522.33,33.1,23.32,-73.0,1.89,0.0,1.63,-3.57,-6.5,48.843613,2.206899,104.59,20.09,194.37,31,0.49,9153800,140825,1553.089369633593
523.39,33.6,22.17,-62.0,1.95,0.0,1.64,-7.62,-17.53,48.843555,2.206903,104.39,20.09,194.37,31,0.49,9153900,140825,1559.5453147905362
523.98,33.3,22.69,-12.0,1.97,0.0,1.64,-2.31,-4.13,48.843555,2.206903,104.39,20.87,176.36,31,0.49,9153900,140825,1559.5453147905362
524.57,33.4,23.56,-21.0,1.99,0.0,1.65,-3.4,-6.0,48.843502,2.206906,104.14,20.87,176.36,31,0.49,9154000,140825,1565.4427335940609
525.36,33.5,24.1,-25.0,2.01,0.0,1.65,-3.2,-5.53,48.843449,2.206909,104.06,20.87,176.36,31,0.49,9154100,140825,1571.3401524062344
525.96,33.5,24.34,-19.0,2.03,0.0,1.66,-2.89,-4.84,48.843449,2.206909,104.06,20.93,179.82,31,0.49,9154100,140825,1571.3401524062344
526.53,33.5,25.47,-25.0,2.04,0.0,1.66,-0.63,-0.96,48.843395,2.206912,103.71,20.93,179.82,31,0.49,9154200,140825,1577.3486905062266
527.46,33.5,26.95,-52.0,2.04,0.0,1.67,-0.82,-1.09,48.843338,2.206922,103.31,20.93,179.82,31,0.49,9154300,140825,1583.7289078891254
528.48,33.4,28.16,0.0,2.04,0.0,1.67,0.0,0.0,48.843273,2.20693,103.11,20.93,179.82,31,0.49,9154400,140825,1590.9802494114158
529.32,33.6,28.43,-63.0,2.04,0.0,1.68,-0.8,-1.09,48.843204,2.206939,102.76,20.93,179.82,31,0.49,9154500,140825,1598.6809159809522
530.31,33.5,28.45,-90.0,2.05,0.0,1.69,-0.78,-0.97,48.843136,2.206944,102.72,20.93,179.82,31,0.49,9154600,140825,1606.25101899685
531.33,33.6,28.48,-90.0,2.05,0.0,1.7,-0.74,-1.01,48.843071,2.206945,102.48,20.93,179.82,30,0.5,9154700,140825,1613.4790596921143
532.42,33.5,28.76,-90.0,2.05,0.0,1.7,-0.81,-0.86,48.843006,2.206945,102.02,20.93,179.82,31,0.49,9154800,140825,1620.7067299235887
533.01,33.6,28.71,-90.0,2.05,0.0,1.71,-0.83,-1.09,48.843006,2.206945,102.02,26.37,180.11,31,0.49,9154800,140825,1620.7067299235887
533.6,33.6,28.69,-90.0,2.06,0.0,1.71,-0.86,-1.09,48.842937,2.206945,101.63,26.37,180.11,31,0.49,9154900,140825,1628.3791798626926
534.41,33.6,28.88,-90.0,2.06,0.0,1.72,-0.71,-0.85,48.842873,2.206948,101.17,26.37,180.11,31,0.49,9155000,140825,1635.4990407409161
535.34,33.6,28.6,-90.0,2.06,0.0,1.73,-0.86,-1.14,48.842804,2.206948,100.5,26.37,180.11,31,0.49,9155100,140825,1643.1714906786053
536.36,33.6,27.54,-90.0,2.06,0.0,1.74,-0.78,-1.1,48.842739,2.206949,100.05,26.37,180.11,30,0.5,9155200,140825,1650.3995313787807
536.95,33.5,26.06,-90.0,2.06,0.0,1.74,-0.59,-0.77,48.842739,2.206949,100.05,25.87,177.95,30,0.5,9155200,140825,1650.3995313787807
537.53,33.6,23.88,-90.0,2.07,0.0,1.74,-1.84,-3.2,48.842678,2.206952,99.6,25.87,177.95,31,0.49,9155300,140825,1657.1859739227793
538.47,34.0,20.04,-90.0,2.1,0.0,1.75,-5.97,-15.14,48.842621,2.206955,99.49,25.87,177.95,30,0.5,9155400,140825,1663.5278858887737
539.47,34.2,17.48,-90.0,2.16,0.0,1.75,-6.48,-25.0,48.842575,2.206959,99.23,25.87,177.95,31,0.49,9155500,140825,1668.6512217387053
540.39,34.2,14.55,-66.0,2.21,0.0,1.76,-4.49,-19.1,48.842537,2.206962,99.02,25.87,177.95,31,0.49,9155600,140825,1672.8823285593828
540.97,34.3,13.56,-53.0,2.23,0.0,1.76,-3.73,-15.67,48.842537,2.206962,99.02,14.15,177.39,31,0.49,9155600,140825,1672.8823285593828
541.57,34.2,12.83,-28.0,2.25,0.0,1.76,-2.5,-9.53,48.842503,2.206967,98.9,14.15,177.39,31,0.49,9155700,140825,1676.6806216154337
542.33,34.2,13.62,-15.0,2.26,0.0,1.77,-1.29,-4.04,48.842472,2.20697,98.78,14.15,177.39,31,0.49,9155800,140825,1680.1346486139907
543.39,34.3,14.6,-19.0,2.28,0.0,1.77,-2.12,-6.63,48.842438,2.206973,98.8,14.15,177.39,31,0.49,9155900,140825,1683.9216452277283
544.33,34.3,15.74,0.0,2.29,0.0,1.77,-1.37,-3.66,48.842403,2.206969,98.6,14.15,177.39,31,0.49,9160000,140825,1687.8244607624392
545.37,34.2,17.62,0.0,2.29,0.0,1.78,0.0,0.0,48.842369,2.206959,98.92,14.15,177.39,31,0.49,9160100,140825,1691.6752646274285
546.4,34.2,18.3,0.0,2.29,0.0,1.78,0.0,0.0,48.842327,2.206947,99.27,14.15,177.39,31,0.49,9160200,140825,1696.4272992829362
547.0,34.2,18.17,0.0,2.29,0.0,1.79,0.0,0.0,48.842327,2.206947,99.27,17.17,188.61,31,0.49,9160200,140825,1696.4272992829362
547.59,34.2,19.26,0.0,2.29,0.0,1.79,0.0,0.0,48.842285,2.206946,99.56,17.17,188.61,30,0.5,9160300,140825,1701.098059535567
548.36,34.2,19.89,0.0,2.29,0.0,1.79,0.0,0.0,48.842239,2.20695,99.14,17.17,188.61,30,0.5,9160400,140825,1706.221395496994
549.45,34.3,20.63,0.0,2.3,0.0,1.8,0.0,0.0,48.842194,2.206964,98.97,17.17,188.61,31,0.49,9160500,140825,1711.3289789385715
550.48,34.3,21.83,0.0,2.3,0.0,1.81,0.0,0.0,48.842148,2.206984,98.68,17.17,188.61,31,0.49,9160600,140825,1716.6492313987649
551.34,34.3,22.78,0.0,2.3,0.0,1.81,0.0,0.0,48.842098,2.207004,98.52,17.17,188.61,31,0.49,9160700,140825,1722.3984040389953
552.41,34.2,24.11,0.0,2.3,0.0,1.82,0.0,0.0,48.842049,2.207016,97.91,17.17,188.61,31,0.49,9160800,140825,1727.9172724353189
553.44,34.3,24.83,-88.0,2.3,0.0,1.83,-1.0,-2.0,48.841991,2.207027,97.73,17.17,188.61,31,0.49,9160900,140825,1734.4166235429045
554.32,34.7,23.73,-90.0,2.33,0.0,1.83,-6.0,-12.0,48.841934,2.207036,97.56,17.17,188.61,30,0.5,9161000,140825,1740.7888639963305
555.39,34.5,23.2,0.0,2.38,0.0,1.84,0.0,0.0,48.841881,2.207045,97.1,17.17,188.61,30,0.5,9161100,140825,1746.7188852610993
555.98,34.5,23.42,0.0,2.38,0.0,1.84,0.0,0.0,48.841881,2.207045,97.1,21.0,172.58,30,0.5,9161100,140825,1746.7188852610993
556.57,34.5,23.27,0.0,2.38,0.0,1.85,0.0,0.0,48.841827,2.207052,96.69,21.0,172.58,30,0.5,9161200,140825,1752.7452237931998
557.34,34.5,24.29,0.0,2.38,0.0,1.85,0.0,0.0,48.841774,2.20706,96.33,21.0,172.58,31,0.49,9161300,140825,1758.6675636259029
557.93,34.5,24.81,0.0,2.38,0.0,1.86,0.0,0.0,48.841774,2.20706,96.33,22.5,172.99,31,0.49,9161300,140825,1758.6675636259029
558.51,34.4,25.61,0.0,2.38,0.0,1.86,0.0,0.0,48.841717,2.207071,96.04,22.5,172.99,31,0.49,9161400,140825,1765.0565914127742
559.09,34.5,25.9,0.0,2.38,0.0,1.86,0.0,0.0,48.841717,2.207071,96.04,22.59,173.29,31,0.49,9161400,140825,1765.0565914127742
559.67,34.5,26.59,0.0,2.38,0.0,1.87,0.0,0.0,48.84166,2.207079,95.52,22.59,173.29,31,0.49,9161500,140825,1771.421684325947
560.37,34.5,27.21,0.0,2.38,0.0,1.87,0.0,0.0,48.841599,2.207081,95.07,22.59,173.29,31,0.49,9161600,140825,1778.2061538231076
560.95,34.5,27.98,0.0,2.38,0.0,1.88,0.0,0.0,48.841599,2.207081,95.07,24.95,179.68,31,0.49,9161600,140825,1778.2061538231076
561.53,34.5,28.56,0.0,2.38,0.0,1.88,0.0,0.0,48.841534,2.207083,94.64,24.95,179.68,31,0.49,9161700,140825,1785.4353058839417
562.41,34.4,28.91,0.0,2.38,0.0,1.89,0.0,0.0,48.841465,2.207091,94.38,24.95,179.68,31,0.49,9161800,140825,1793.130060570405
563.44,34.4,29.66,0.0,2.38,0.0,1.9,0.0,0.0,48.841396,2.207099,94.01,24.95,179.68,31,0.49,9161900,140825,1800.8248153175234
