Temps,Tension,Vitesse,GazFrein,WHCharged,WHDischarged,Distance,CurrentIn,MotorCurrent,Lat,Lon,Alt,Vsat,Cap,Sat,HDOP,Heure,Date,Distance_GPS
302.33,37.1,28.51,0.0,2.77,0.17,0.13,0.0,0.0,48.844353,2.207772,114.61,24.06,266.96,23,0.58,10233400,270725,1236.0404439224444
303.2,37.0,28.76,0.0,2.77,0.17,0.13,0.0,0.0,48.84433,2.20768,114.76,24.06,266.96,23,0.58,10233500,270725,1243.2422353934514
303.78,37.0,29.04,0.0,2.77,0.17,0.13,0.0,0.0,48.84433,2.20768,114.76,26.32,246.72,23,0.58,10233500,270725,1243.2422353934514
304.36,37.0,28.97,0.0,2.77,0.17,0.13,0.0,0.0,48.844303,2.20759,114.93,26.32,246.72,22,0.61,10233600,270725,1250.4802924933886
305.18,37.0,29.42,0.0,2.77,0.17,0.13,0.0,0.0,48.844273,2.207498,115.13,26.32,246.72,22,0.61,10233700,270725,1257.9938174230972
305.76,37.0,30.14,0.0,2.77,0.17,0.13,0.0,0.0,48.844273,2.207498,115.13,26.8,238.87,22,0.61,10233700,270725,1257.9938174230972
306.34,37.0,29.73,0.0,2.77,0.17,0.13,0.0,0.0,48.844234,2.207407,115.25,26.8,238.87,21,0.64,10233800,270725,1265.9406017212941
307.16,37.0,29.24,0.0,2.77,0.17,0.13,0.0,0.0,48.844189,2.207318,115.58,26.8,238.87,21,0.64,10233900,270725,1274.1537157996356
308.26,37.0,29.65,0.0,2.77,0.17,0.14,0.0,0.0,48.844143,2.207239,115.65,26.8,238.87,21,0.64,10234000,270725,1281.872779077845
309.34,37.0,29.7,0.0,2.77,0.17,0.14,0.0,0.0,48.844093,2.207172,115.33,26.8,238.87,22,0.61,10234100,270725,1289.2855909265777
310.21,37.0,29.66,0.0,2.77,0.17,0.14,0.0,0.0,48.844036,2.207112,114.7,26.8,238.87,22,0.61,10234200,270725,1296.9959745044603
310.8,37.0,29.81,0.0,2.77,0.17,0.14,0.0,0.0,48.844036,2.207112,114.7,27.08,214.16,22,0.61,10234200,270725,1296.9959745044603
311.38,37.0,29.79,0.0,2.77,0.17,0.14,0.0,0.0,48.843979,2.207061,114.13,27.08,214.16,22,0.61,10234300,270725,1304.3512651182805
312.19,37.4,27.95,-43.0,2.77,0.17,0.14,-8.06,-13.28,48.843918,2.207018,113.44,27.08,214.16,22,0.61,10234400,270725,1311.8285127939093
312.77,37.1,29.47,0.0,2.79,0.17,0.14,0.0,0.0,48.843918,2.207018,113.44,27.87,205.17,22,0.61,10234400,270725,1311.8285127939093
313.36,37.1,29.82,0.0,2.79,0.17,0.14,0.0,0.0,48.843853,2.206982,112.48,27.87,205.17,22,0.61,10234500,270725,1319.5213327200433
314.17,37.2,30.07,-22.0,2.8,0.17,0.14,-3.19,-4.85,48.843792,2.206952,111.3,27.87,205.17,22,0.61,10234600,270725,1326.650655408556
314.75,37.3,29.89,-19.0,2.82,0.17,0.14,-3.38,-5.15,48.843792,2.206952,111.3,27.59,196.77,22,0.61,10234600,270725,1326.650655408556
315.33,37.3,30.04,-11.0,2.84,0.17,0.14,-2.31,-3.68,48.843731,2.206933,110.15,27.59,196.77,22,0.61,10234700,270725,1333.5745863005989
316.3,37.2,30.52,0.0,2.84,0.17,0.14,0.0,0.0,48.843658,2.206926,110.14,27.59,196.77,23,0.58,10234800,270725,1341.707963272341
317.2,37.2,31.0,0.0,2.84,0.17,0.14,0.0,0.0,48.84359,2.206928,109.65,27.59,196.77,23,0.58,10234900,270725,1349.2706346350574
318.19,37.5,31.22,-22.0,2.86,0.17,0.14,-4.25,-6.32,48.843517,2.206937,109.53,27.59,196.77,23,0.58,10235000,270725,1357.4145396692138
318.77,37.5,30.81,-22.0,2.89,0.17,0.14,-3.27,-4.8,48.843517,2.206937,109.53,29.95,175.42,23,0.58,10235000,270725,1357.4145396692138
319.35,37.6,30.77,-15.0,2.91,0.17,0.14,-2.59,-3.86,48.843445,2.206941,109.01,29.95,175.42,23,0.58,10235100,270725,1365.4259237894657
320.17,37.6,30.6,-18.0,2.93,0.17,0.15,-3.13,-4.61,48.843376,2.206944,108.39,29.95,175.42,23,0.58,10235200,270725,1373.1015140105649
321.19,37.7,30.29,-15.0,2.96,0.17,0.15,-2.68,-3.99,48.843304,2.206945,108.08,29.95,175.42,23,0.58,10235300,270725,1381.1078831723578
322.24,37.8,30.21,-19.0,2.99,0.17,0.15,-3.58,-5.45,48.843231,2.206944,107.93,29.95,175.42,23,0.58,10235400,270725,1389.2254426816564
323.17,37.9,29.85,-18.0,3.02,0.17,0.15,-2.84,-4.31,48.843163,2.206947,107.26,29.95,175.42,23,0.58,10235500,270725,1396.7898841648457
323.75,38.0,29.59,-20.0,3.04,0.17,0.15,-3.3,-5.15,48.843163,2.206947,107.26,27.32,177.37,23,0.58,10235500,270725,1396.7898841648457
324.33,38.0,29.38,-12.0,3.06,0.17,0.15,-2.77,-4.36,48.84309,2.20695,106.94,27.32,177.37,23,0.58,10235600,270725,1404.9100821202926
325.15,38.0,29.18,-13.0,3.08,0.17,0.15,-2.44,-3.84,48.843021,2.20695,107.02,27.32,177.37,23,0.58,10235700,270725,1412.5825320579818
326.2,38.0,29.08,0.0,3.11,0.17,0.15,0.0,0.0,48.842957,2.206949,106.49,27.32,177.37,23,0.58,10235800,270725,1419.6993836167712
326.78,38.0,29.37,0.0,3.11,0.17,0.15,0.0,0.0,48.842957,2.206949,106.49,26.54,180.04,23,0.58,10235800,270725,1419.6993836167712
327.36,38.5,28.98,-35.0,3.14,0.17,0.15,-6.17,-10.49,48.842896,2.206953,105.16,26.54,180.04,23,0.58,10235900,270725,1426.4885875015716
328.33,38.6,28.18,-40.0,3.19,0.17,0.15,-5.36,-9.32,48.842831,2.206958,104.6,26.54,180.04,23,0.58,10240000,270725,1433.7255137109037
329.23,38.9,26.89,-60.0,3.27,0.17,0.15,-7.65,-15.1,48.842762,2.206961,104.24,26.54,180.04,23,0.58,10240100,270725,1441.401104007573
329.81,38.8,26.11,-32.0,3.3,0.17,0.15,-4.66,-8.98,48.842762,2.206961,104.24,25.85,176.74,23,0.58,10240100,270725,1441.401104007573
330.39,38.9,25.82,-35.0,3.33,0.17,0.15,-4.84,-9.43,48.842701,2.206968,104.05,25.85,176.74,23,0.58,10240200,270725,1448.203310842867
331.18,39.0,25.35,-32.0,3.37,0.17,0.15,-4.75,-9.4,48.84264,2.206973,103.91,25.85,176.74,23,0.58,10240300,270725,1454.9960635156392
332.26,39.0,24.95,-4.0,3.42,0.17,0.15,-1.79,-3.3,48.842583,2.206976,103.6,25.85,176.74,23,0.58,10240400,270725,1461.3379754881068
333.19,39.2,25.1,-14.0,3.45,0.17,0.16,-3.83,-7.49,48.842522,2.206981,103.24,25.85,176.74,23,0.58,10240500,270725,1468.1307282073155
333.77,39.1,24.98,-14.0,3.46,0.17,0.16,-1.97,-3.74,48.842522,2.206981,103.24,23.63,177.32,23,0.58,10240500,270725,1468.1307282073155
334.36,39.4,24.64,-41.0,3.49,0.17,0.16,-5.58,-11.98,48.842464,2.206987,102.5,23.63,177.32,23,0.58,10240600,270725,1474.5949636886705
335.26,39.4,23.98,-12.0,3.54,0.17,0.16,-2.89,-5.93,48.842407,2.206983,101.91,23.63,177.32,23,0.58,10240700,270725,1480.9398305861646
336.3,39.2,24.5,0.0,3.54,0.17,0.16,0.0,0.0,48.842354,2.206966,101.58,23.63,177.32,23,0.58,10240800,270725,1486.9630423599629
337.18,39.2,23.26,0.0,3.54,0.17,0.16,0.0,0.0,48.842304,2.206941,100.77,23.63,177.32,23,0.58,10240900,270725,1492.81607147551
338.32,39.2,24.17,0.0,3.54,0.17,0.16,0.0,0.0,48.842251,2.206927,99.6,23.63,177.32,23,0.58,10241000,270725,1498.7977958453928
339.22,39.2,24.69,0.0,3.54,0.17,0.16,0.0,0.0,48.842194,2.206939,99.09,23.63,177.32,23,0.58,10241100,270725,1505.1964550891541
339.8,39.2,25.82,0.0,3.54,0.17,0.16,0.0,0.0,48.842194,2.206939,99.09,23.17,165.34,23,0.58,10241100,270725,1505.1964550891541
340.38,39.2,26.05,0.0,3.54,0.17,0.16,0.0,0.0,48.84214,2.206965,98.89,23.17,165.34,23,0.58,10241200,270725,1511.4952371955262
341.17,39.2,26.84,0.0,3.54,0.17,0.16,0.0,0.0,48.842083,2.206994,98.45,23.17,165.34,23,0.58,10241300,270725,1518.1792210788294
341.75,39.2,27.15,0.0,3.54,0.17,0.16,0.0,0.0,48.842083,2.206994,98.45,24.8,164.77,23,0.58,10241300,270725,1518.1792210788294
342.33,39.2,27.48,0.0,3.54,0.17,0.16,0.0,0.0,48.842022,2.207014,98.15,24.8,164.77,23,0.58,10241400,270725,1525.1182279729271
343.32,39.2,28.22,0.0,3.54,0.17,0.16,0.0,0.0,48.841961,2.207028,97.99,24.8,164.77,23,0.58,10241500,270725,1531.9780596556677
344.17,39.2,28.53,0.0,3.54,0.17,0.16,0.0,0.0,48.841896,2.207044,97.8,24.8,164.77,23,0.58,10241600,270725,1539.2999610449804
344.75,39.2,28.35,0.0,3.54,0.17,0.16,0.0,0.0,48.841896,2.207044,97.8,26.0,169.24,23,0.58,10241600,270725,1539.2999610449804
345.33,39.2,28.4,0.0,3.54,0.17,0.16,0.0,0.0,48.841831,2.207058,97.36,26.0,169.24,23,0.58,10241700,270725,1546.5998863308155
346.26,39.2,29.37,0.0,3.54,0.17,0.16,0.0,0.0,48.841766,2.207065,97.06,26.0,169.24,23,0.58,10241800,270725,1553.8456879223927
347.31,39.2,30.28,0.0,3.54,0.17,0.17,0.0,0.0,48.841698,2.207067,96.44,26.0,169.24,23,0.58,10241900,270725,1561.4083593921148
348.18,39.2,30.9,0.0,3.54,0.17,0.17,0.0,0.0,48.841629,2.207069,95.85,26.0,169.24,23,0.58,10242000,270725,1569.082205267421
349.26,39.2,31.8,0.0,3.54,0.17,0.17,0.0,0.0,48.841557,2.207074,95.56,26.0,169.24,23,0.58,10242100,270725,1577.0965974880583
350.16,39.2,32.12,0.0,3.54,0.17,0.17,0.0,0.0,48.84148,2.207081,95.11,26.0,169.24,23,0.58,10242200,270725,1585.6739182125964
