Temps,Tension,Vitesse,GazFrein,WHCharged,WHDischarged,Distance,CurrentIn,MotorCurrent,Lat,Lon,Alt,Vsat,Cap,Sat,HDOP,Heure,Date,Distance_GPS
495.47,31.9,11.74,-90.0,1.53,0.0,1.51,-3.32,-16.47,48.84441,2.207811,112.41,12.59,259.66,31,0.49,9151100,140825,0.0
496.35,31.9,9.17,-90.0,1.55,0.0,1.51,-1.79,-24.85,48.844398,2.207776,112.13,12.59,259.66,31,0.49,9151200,140825,2.8879701424778297
496.94,31.8,7.45,-90.0,1.56,0.0,1.51,-1.42,-18.77,48.844398,2.207776,112.13,9.56,244.34,31,0.49,9151200,140825,2.8879701424778297
497.54,31.8,6.04,-90.0,1.56,0.0,1.51,-0.1,-22.38,48.844391,2.207752,112.3,9.56,244.34,31,0.49,9151300,140825,4.8089983070502855
498.33,31.7,4.33,-90.0,1.57,0.0,1.51,-0.07,-15.5,48.844383,2.207736,112.26,9.56,244.34,31,0.48,9151400,140825,6.279441890789516
499.39,31.8,0.0,-90.0,1.57,0.0,1.51,0.0,-0.54,48.844379,2.207726,112.05,9.56,244.34,31,0.48,9151500,140825,7.1357901783970545
499.98,31.8,3.1,0.0,1.57,0.0,1.51,0.0,0.0,48.844379,2.207726,112.05,0.15,248.06,31,0.48,9151500,140825,7.1357901783970545
500.58,31.8,6.86,0.0,1.57,0.0,1.51,0.0,0.0,48.844379,2.207717,111.68,0.15,248.06,31,0.48,9151600,140825,7.794393086634587
501.47,31.8,9.76,0.0,1.57,0.0,1.52,0.0,0.0,48.844372,2.207697,111.21,0.15,248.06,31,0.48,9151700,140825,9.452061737254386
502.33,31.8,13.09,0.0,1.57,0.0,1.52,0.0,0.0,48.84436,2.207661,111.02,0.15,248.06,31,0.48,9151800,140825,12.405126101713643
503.36,31.8,14.26,0.0,1.57,0.0,1.52,0.0,0.0,48.844357,2.207615,110.66,0.15,248.06,31,0.49,9151900,140825,15.78780861507542
503.96,31.8,14.88,0.0,1.57,0.0,1.53,0.0,0.0,48.844357,2.207615,110.66,12.37,258.4,31,0.49,9151900,140825,15.78780861507542
