Temps,Tension,Vitesse,GazFrein,WHCharged,WHDischarged,Distance,CurrentIn,MotorCurrent,Lat,Lon,Alt,Vsat,Cap,Sat,HDOP,Heure,Date,Distance_GPS
302.33,37.1,28.51,0.0,2.77,0.17,0.13,0.0,0.0,48.844353,2.207772,114.61,24.06,266.96,23,0.58,10233400,270725,0.0
303.2,37.0,28.76,0.0,2.77,0.17,0.13,0.0,0.0,48.84433,2.20768,114.76,24.06,266.96,23,0.58,10233500,270725,7.201791471006921
303.78,37.0,29.04,0.0,2.77,0.17,0.13,0.0,0.0,48.84433,2.20768,114.76,26.32,246.72,23,0.58,10233500,270725,7.201791471006921
304.36,37.0,28.97,0.0,2.77,0.17,0.13,0.0,0.0,48.844303,2.20759,114.93,26.32,246.72,22,0.61,10233600,270725,14.43984857094409
305.18,37.0,29.42,0.0,2.77,0.17,0.13,0.0,0.0,48.844273,2.207498,115.13,26.32,246.72,22,0.61,10233700,270725,21.953373500652685
305.76,37.0,30.14,0.0,2.77,0.17,0.13,0.0,0.0,48.844273,2.207498,115.13,26.8,238.87,22,0.61,10233700,270725,21.953373500652685
306.34,37.0,29.73,0.0,2.77,0.17,0.13,0.0,0.0,48.844234,2.207407,115.25,26.8,238.87,21,0.64,10233800,270725,29.900157798849683
307.16,37.0,29.24,0.0,2.77,0.17,0.13,0.0,0.0,48.844189,2.207318,115.58,26.8,238.87,21,0.64,10233900,270725,38.1132718771913
308.26,37.0,29.65,0.0,2.77,0.17,0.14,0.0,0.0,48.844143,2.207239,115.65,26.8,238.87,21,0.64,10234000,270725,45.8323351554007
309.34,37.0,29.7,0.0,2.77,0.17,0.14,0.0,0.0,48.844093,2.207172,115.33,26.8,238.87,22,0.61,10234100,270725,53.24514700413325
310.21,37.0,29.66,0.0,2.77,0.17,0.14,0.0,0.0,48.844036,2.207112,114.7,26.8,238.87,22,0.61,10234200,270725,60.9555305820158
310.8,37.0,29.81,0.0,2.77,0.17,0.14,0.0,0.0,48.844036,2.207112,114.7,27.08,214.16,22,0.61,10234200,270725,60.9555305820158
311.38,37.0,29.79,0.0,2.77,0.17,0.14,0.0,0.0,48.843979,2.207061,114.13,27.08,214.16,22,0.61,10234300,270725,68.31082119583593
312.19,37.4,27.95,-43.0,2.77,0.17,0.14,-8.06,-13.28,48.843918,2.207018,113.44,27.08,214.16,22,0.61,10234400,270725,75.7880688714647
312.77,37.1,29.47,0.0,2.79,0.17,0.14,0.0,0.0,48.843918,2.207018,113.44,27.87,205.17,22,0.61,10234400,270725,75.7880688714647
313.36,37.1,29.82,0.0,2.79,0.17,0.14,0.0,0.0,48.843853,2.206982,112.48,27.87,205.17,22,0.61,10234500,270725,83.48088879759881
314.17,37.2,30.07,-22.0,2.8,0.17,0.14,-3.19,-4.85,48.843792,2.206952,111.3,27.87,205.17,22,0.61,10234600,270725,90.61021148611152
314.75,37.3,29.89,-19.0,2.82,0.17,0.14,-3.38,-5.15,48.843792,2.206952,111.3,27.59,196.77,22,0.61,10234600,270725,90.61021148611152
315.33,37.3,30.04,-11.0,2.84,0.17,0.14,-2.31,-3.68,48.843731,2.206933,110.15,27.59,196.77,22,0.61,10234700,270725,97.53414237815431
316.3,37.2,30.52,0.0,2.84,0.17,0.14,0.0,0.0,48.843658,2.206926,110.14,27.59,196.77,23,0.58,10234800,270725,105.66751934989635
317.2,37.2,31.0,0.0,2.84,0.17,0.14,0.0,0.0,48.84359,2.206928,109.65,27.59,196.77,23,0.58,10234900,270725,113.2301907126127
318.19,37.5,31.22,-22.0,2.86,0.17,0.14,-4.25,-6.32,48.843517,2.206937,109.53,27.59,196.77,23,0.58,10235000,270725,121.37409574676902
318.77,37.5,30.81,-22.0,2.89,0.17,0.14,-3.27,-4.8,48.843517,2.206937,109.53,29.95,175.42,23,0.58,10235000,270725,121.37409574676902
319.35,37.6,30.77,-15.0,2.91,0.17,0.14,-2.59,-3.86,48.843445,2.206941,109.01,29.95,175.42,23,0.58,10235100,270725,129.3854798670209
320.17,37.6,30.6,-18.0,2.93,0.17,0.15,-3.13,-4.61,48.843376,2.206944,108.39,29.95,175.42,23,0.58,10235200,270725,137.06107008812006
321.19,37.7,30.29,-15.0,2.96,0.17,0.15,-2.68,-3.99,48.843304,2.206945,108.08,29.95,175.42,23,0.58,10235300,270725,145.06743924991295
322.24,37.8,30.21,-19.0,2.99,0.17,0.15,-3.58,-5.45,48.843231,2.206944,107.93,29.95,175.42,23,0.58,10235400,270725,153.18499875921154
323.17,37.9,29.85,-18.0,3.02,0.17,0.15,-2.84,-4.31,48.843163,2.206947,107.26,29.95,175.42,23,0.58,10235500,270725,160.74944024240094
323.75,38.0,29.59,-20.0,3.04,0.17,0.15,-3.3,-5.15,48.843163,2.206947,107.26,27.32,177.37,23,0.58,10235500,270725,160.74944024240094
324.33,38.0,29.38,-12.0,3.06,0.17,0.15,-2.77,-4.36,48.84309,2.20695,106.94,27.32,177.37,23,0.58,10235600,270725,168.86963819784782
325.15,38.0,29.18,-13.0,3.08,0.17,0.15,-2.44,-3.84,48.843021,2.20695,107.02,27.32,177.37,23,0.58,10235700,270725,176.54208813553706
326.2,38.0,29.08,0.0,3.11,0.17,0.15,0.0,0.0,48.842957,2.206949,106.49,27.32,177.37,23,0.58,10235800,270725,183.65893969432662
326.78,38.0,29.37,0.0,3.11,0.17,0.15,0.0,0.0,48.842957,2.206949,106.49,26.54,180.04,23,0.58,10235800,270725,183.65893969432662
327.36,38.5,28.98,-35.0,3.14,0.17,0.15,-6.17,-10.49,48.842896,2.206953,105.16,26.54,180.04,23,0.58,10235900,270725,190.44814357912693
328.33,38.6,28.18,-40.0,3.19,0.17,0.15,-5.36,-9.32,48.842831,2.206958,104.6,26.54,180.04,23,0.58,10240000,270725,197.68506978845892
329.23,38.9,26.89,-60.0,3.27,0.17,0.15,-7.65,-15.1,48.842762,2.206961,104.24,26.54,180.04,23,0.58,10240100,270725,205.3606600851282
329.81,38.8,26.11,-32.0,3.3,0.17,0.15,-4.66,-8.98,48.842762,2.206961,104.24,25.85,176.74,23,0.58,10240100,270725,205.3606600851282
330.39,38.9,25.82,-35.0,3.33,0.17,0.15,-4.84,-9.43,48.842701,2.206968,104.05,25.85,176.74,23,0.58,10240200,270725,212.1628669204223
331.18,39.0,25.35,-32.0,3.37,0.17,0.15,-4.75,-9.4,48.84264,2.206973,103.91,25.85,176.74,23,0.58,10240300,270725,218.95561959319437
