Temps,Tension,Vitesse,GazFrein,WHCharged,WHDischarged,Distance,CurrentIn,MotorCurrent,Lat,Lon,Alt,Vsat,Cap,Sat,HDOP,Heure,Date,Distance_GPS
454.13,24.0,25.41,0.0,1.27,0.49,0.16,0.0,0.0,48.844215,2.207329,104.18,22.58,241.93,27,0.55,16422600,250725,1491.051926123845
455.07,23.9,25.65,0.0,1.27,0.49,0.16,0.0,0.0,48.84417,2.207268,104.09,22.58,241.93,26,0.59,16422700,250725,1497.7574434661747
456.12,24.3,23.89,0.0,1.34,0.49,0.16,0.0,0.0,48.844128,2.207211,104.32,22.58,241.93,27,0.55,16422800,250725,1504.0191774600255
457.03,24.3,24.14,0.0,1.34,0.49,0.16,0.0,0.0,48.844082,2.207158,104.38,22.58,241.93,27,0.55,16422900,250725,1510.438316028284
457.62,24.3,24.24,0.0,1.34,0.49,0.16,0.0,0.0,48.844082,2.207158,104.38,22.32,216.22,27,0.55,16422900,250725,1510.438316028284
458.21,24.3,24.7,0.0,1.34,0.49,0.16,0.0,0.0,48.844036,2.20711,104.5,22.32,216.22,27,0.55,16423000,250725,1516.6432367073253
459.18,25.3,23.09,-90.0,1.39,0.49,0.16,-12.64,-24.97,48.84399,2.207066,105.06,22.32,216.22,27,0.55,16423100,250725,1522.6872735886745
460.06,24.7,22.36,0.0,1.42,0.49,0.16,0.0,0.0,48.843945,2.207027,105.32,22.32,216.22,27,0.55,16423200,250725,1528.4477312503266
461.12,24.7,22.95,0.0,1.42,0.49,0.16,0.0,0.0,48.843903,2.206993,105.57,22.32,216.22,27,0.55,16423300,250725,1533.73934519821
461.71,24.7,23.56,0.0,1.42,0.49,0.16,0.0,0.0,48.843903,2.206993,105.57,20.74,202.43,27,0.55,16423300,250725,1533.73934519821
462.3,24.7,23.77,0.0,1.42,0.49,0.16,0.0,0.0,48.843853,2.206966,105.41,20.74,202.43,27,0.55,16423400,250725,1539.6397415828208
463.06,24.7,24.06,0.0,1.42,0.49,0.16,0.0,0.0,48.8438,2.206941,105.19,20.74,202.43,27,0.55,16423500,250725,1545.8105050670715
463.65,24.7,24.73,0.0,1.42,0.49,0.16,0.0,0.0,48.8438,2.206941,105.19,22.45,196.78,27,0.55,16423500,250725,1545.8105050670715
464.24,24.7,24.95,0.0,1.42,0.49,0.16,0.0,0.0,48.843742,2.20692,105.02,22.45,196.78,27,0.55,16423600,250725,1552.4403747591082
465.1,25.7,24.11,-90.0,1.46,0.49,0.17,-13.53,-25.11,48.843685,2.206909,104.89,22.45,196.78,27,0.55,16423700,250725,1558.829398561259
